Execution times in seconds 
0.002
0.002
0.001
0.001
0.001
0.003
0.001
0.001
0.003
0.001


 Best makespans 
73008.0 42652.0
70908.0 42652.0
71269.0 42652.0
74224.0 42652.0
75270.0 42652.0
72467.0 42652.0
69341.0 42652.0
71742.0 42652.0
72242.0 42696.0
72442.0 42652.0


 Execution Performance 
73008.0 42652.0

70908.0 42652.0

71269.0 42652.0

74224.0 42652.0

75270.0 42652.0

72467.0 42652.0

69341.0 42652.0

71742.0 42652.0

72242.0 42696.0

72442.0 42652.0


